@relation disaster_tweets

@attribute text string
@attribute class_attr {derailment, fire, crash, wildfire, earthquake, bombings, shooting, flood, building_collapse, typhoon, explosion}

@data
'heart still ache morning one hit lot closer home',explosion
'explosion report  fertilizer plant',explosion
'explosion hit fertilizer plant north   dozens hurt',explosion
'it be one hell week',explosion
'public safety trooper dl wilson overflow help',explosion
'pray drive time love people amp heart hurt god',explosion
'week america',explosion
'photo west last night look like lava flow god hope casualty low fertilizer tank stable',explosion
'information family amp love one there emergency set up',explosion
'fire fighter who respond original fire now mayor',explosion
'dozen injure fertiliser plant explosion  town medical director say',explosion
' explosion scene still volatile situation deputy sheriff say follow live update',explosion
' explosion rapid evacuation family leave pet behind now roam street',explosion
' no zone regulation look like',explosion
'more people still  fertilizer plant explosion  senator john',explosion
'jesus christ catch camera fertilizer plant explosion near  ',explosion
'have keep pray victim boston need pray explosion  last night god',explosion
'west fertilizer plant explosion leave  devastate',explosion
'realize explosion spread word',explosion
'video explosion  prayer',explosion
'why donate money boston marathon fund family people die  fertilizer explosion',explosion
'wonder love one west  area be set up call',explosion
'world end now there explosion',explosion
'fertilizer company explosion west  cause million insure loss',explosion
'watch footage fertilizer plant explosion near  ',explosion
'break heart god enough know help',explosion
'stuff things go',explosion
'oklahoma city bomb do ton ammonium nitrate west  fertilizer plant have ton safety',explosion
'explosion  da',explosion
'amen mile south west drive past fertilizer plant time',explosion
'hell happen world',explosion
'explosion  en',explosion
'man pray  ',explosion
'holy now see damn bad things happen',explosion
'week be so prayer go out heart affect',explosion
'police people kill  explosion rescue worker search rubble thursday survivor',explosion
'keep people west  think prayer',explosion
' explosion devastate town it like whole earth shake witness recount shock',explosion
'forget first responder who lose live city destroy west ',explosion
'look information or assistance west explosion may dial  information referral network',explosion
'hear happen ',explosion
'still image take video capture west  plant explosion fox',explosion
'population west  it texan hometown tonight',explosion
'prayer',explosion
'catch camera fertilizer plant explosion west ',explosion
'world come shoot bank boston bomb  explosion',explosion
'update official confirm death amp over injure death toll fear grow',explosion
'full video explosion oh go',explosion
'think prayer go out people family ',explosion
'it choose publish cartoon west explosion day mourn',explosion
'please join u prayer city west pray it citizen affect',explosion
'hearts prayer west  last night tragedy please continue keep',explosion
'so know explosion west  ',explosion
'no word west  fertilizer explosion prayer effect video show explosion',explosion
'remain fertilizer plant photo mike',explosion
'it bless see come support west',explosion
'break news  explosion entire town west  evacuation fume spread em command post',explosion
'photo apartment near explosion ',explosion
'county sheriff do know cause fire',explosion
'understand craziness world right now lord please heal body hearts',explosion
'so fertilizer plant  blow up half tow',explosion
' fertilizer plant explosion capture video',explosion
'please stay safe hear happen   thursday',explosion
'man petrify video west plant explosion see anything like',explosion
'wow video explosion fertilizer plant explosion near  ',explosion
'body confirm dead explosion west ',explosion
'wow front page  tribune explosion',explosion
'heart beat so',explosion
'break news people dead fertilizer plant explosion  ',explosion
'west  explosion may have be trigger militarize blast eyewitness say it plane',explosion
'today',explosion
'prayer go out west ',explosion
'news casualty   fertiliser plant blast',explosion
'state leader investigation west  plant explosion burn orange report',explosion
'people confirm dead west ',explosion
'wow break  official launch criminal investigation fertilizer plant explosion kill',explosion
'people dead  explosion',explosion
'wow video west  explosion',explosion
'al en en  no west',explosion
'heart prayer go out west',explosion
' explosion be show light travel sound well watch video',explosion
'mayor west need prayer',explosion
'lot firefighter battle  fire volunteer firefighter small town west',explosion
'twitter feed assistance amp relief',explosion
' explosion video so',explosion
'ok universe joke over now ricin letter boston bomb fertilizer explosion now',explosion
'wait explosion call terrorism',explosion
'can feel force explosion video out   tough watch',explosion
'scar me',explosion
'feel explosion pray involve',explosion
'audio happen explosion   fertilizer plant explode rest home damage much more',explosion
'world live become',explosion
'bombing boston marathon fertilizer plant explosion  now shoot mit go',explosion
'dead hundred hurt  plant explosion',explosion
'hate world',explosion
'blast plant fine lack risk management plan claim no fire danger',explosion
'injury accident cherokee pike east white pike report police',explosion
'rescuer still search survivor  fertilizer plant explosion',explosion
'tape recount scene  town rock plant explosion recover tape reveal',explosion
'video  explosion',explosion
'  persona cr grave',explosion
'help update list need cc',explosion
'video fire rage explosion  town dozens hurt amp building flatten',explosion
'video photo last night devastate explosion  fertilizer plant',explosion
'amp',explosion
'holy shit explosion ',explosion
'dear lord today walk west  send spirit convict senate bind break heart boston amp',explosion
'there osha inspector million workplace u',explosion
'homer no one care right now get grip',explosion
'update west  fertilizer plant explode be inspect',explosion
'thing',explosion
'prayer victim family resident west ',explosion
'today prayer go out people west  aftermath last night explosion president',explosion
'update fatality confirm  fertilizer plant explosion more injure',explosion
'there bomb explosion  fertilizer plant',explosion
'scanner traffic report people trap build near   explosion report fertilizer plan',explosion
'use water try put out chemical fire have get kid me',explosion
'break photo build explosion near ',explosion
'update  fertilizer plant blast law enforcement say body have be recover',explosion
'it thursday second disaster week sicken',explosion
'here web story latest',explosion
'video fertilizer plant explosion near send chill up spine',explosion
'report explosion fertilizer plant',explosion
' bomb there explosion',explosion
'dear lord today walk west  send spirit convict senate bind break hearts boston amp protect th',explosion
